tag3	tag1	name	autonym	source
sdb		Shabak		iso639-3
sdc		Sassarese Sardinian		cldr
sde		Surubu		iso639-3
sdf		Sarli		iso639-3
sdg		Savi		iso639-3
sdh		Southern Kurdish	کوردی خوارگ	cldr
sdj		Suundi		iso639-3
sdk		Sos Kundi		iso639-3
sdl		Saudi Arabian Sign Language		iso639-3
sdm		Semandang		iso639-3
sdn		Gallurese Sardinian		iso639-3
sdo		Bukar-Sadung Bidayuh		iso639-3
sdp		Sherdukpen		iso639-3
sdr		Oraon Sadri		iso639-3
sds		Sened		iso639-3
sdt		Shuadit		iso639-3
sdu		Sarudu		iso639-3
sdx		Sibu Melanau		iso639-3
sdz		Sallands		iso639-3
sea		Semai		iso639-3
seb		Shempire Senoufo		iso639-3
sec		Sechelt		iso639-3
sed		Sedang		iso639-3
see		Seneca		cldr
sef		Cebaara Senoufo		iso639-3
seg		Segeju		iso639-3
seh		Sena	sena	cldr
sei		Seri	Cmiique Iitom	cldr, ethnologue
sej		Sene		iso639-3
sek		Sekani	Tse’khene	iso639-3, ethnologue
sel		Selkup		cldr
sen		Nanerigé Sénoufo		iso639-3
seo		Suarmin		iso639-3
sep		Sìcìté Sénoufo	Sìcijuungé	iso639-3, ethnologue
seq		Senara Sénoufo		iso639-3
ser		Serrano		iso639-3
ses		Koyraboro Senni	Koyraboro senni	cldr
set		Sentani		iso639-3
seu		Serui-Laut		iso639-3
sev		Nyarafolo Senoufo		iso639-3
sew		Sewa Bay		iso639-3
sey		Secoya		iso639-3
sez		Senthang Chin	Senthang Chin	iso639-3, ethnologue
sfb		Langue des signes de Belgique Francophone		iso639-3
sfe		Eastern Subanen		iso639-3
sfm		Small Flowery Miao		iso639-3
sfs		South African Sign Language		iso639-3
sfw		Sehwi		iso639-3
sga		Old Irish		cldr
sgb		Mag-antsi Ayta		iso639-3
sgc		Kipsigis		iso639-3
sgd		Surigaonon		iso639-3
sge		Segai		iso639-3
sgg		Swiss-German Sign Language		iso639-3
sgh		Shughni	Khugnone	iso639-3, ethnologue
sgi		Suga		iso639-3
sgj		Surgujia		iso639-3
sgk		Sangkong		iso639-3
sgm		Singa		iso639-3
sgp		Singpho		iso639-3
sgr		Sangisari		iso639-3
sgs		Samogitian	Žemaitiu	cldr, ethnologue
sgt		Brokpake		iso639-3
sgu		Salas		iso639-3
sgw		Sebat Bet Gurage		iso639-3
sgx		Sierra Leone Sign Language		iso639-3
sgy		Sanglechi		iso639-3
sgz		Sursurunga		iso639-3
sha		Shall-Zwall		iso639-3
shb		Ninam		iso639-3
shc		Sonde		iso639-3
shd		Kundal Shahi		iso639-3
she		Sheko		iso639-3
shg		Shua		iso639-3
shh		Shoshoni		iso639-3
shi		Tachelhit	ⵜⴰⵛⵍⵃⵉⵜ	cldr
shj		Shatt	Caning	iso639-3, ethnologue
shk		Shilluk		iso639-3
shl		Shendu		iso639-3
shm		Shahrudi		iso639-3
shn		Shan		cldr
sho		Shanga		iso639-3
shp		Shipibo-Conibo		iso639-3
shq		Sala		iso639-3
shr		Shi		iso639-3
shs		Shuswap		iso639-3
sht		Shasta		iso639-3
shu		Chadian Arabic	العربية‎ (Alearabia)	cldr, ethnologue
shv		Shehri		iso639-3
shw		Shwai	Cwaya	iso639-3, ethnologue
shx		She		iso639-3
shy		Tachawit		iso639-3
shz		Syenara Senoufo		iso639-3
sia		Akkala Sami		iso639-3
sib		Sebop		iso639-3
sid		Sidamo	Sidaamu Afo	cldr
sie		Simaa		iso639-3
sif		Siamou		iso639-3
sig		Paasaal		iso639-3
sih		Zire		iso639-3
sii		Shom Peng		iso639-3
sij		Numbami		iso639-3
sik		Sikiana		iso639-3
sil		Tumulung Sisaala		iso639-3
sim		Mende (Papua New Guinea)		iso639-3
sip		Sikkimese		iso639-3
siq		Sonia		iso639-3
sir		Siri		iso639-3
sis		Siuslaw		iso639-3
siu		Sinagen		iso639-3
siv		Sumariup		iso639-3
siw		Siwai		iso639-3
six		Sumau		iso639-3
siy		Sivandi		iso639-3
siz		Siwi		iso639-3
sja		Epena	Epéna Pedée	iso639-3, ethnologue
sjb		Sajau Basap		iso639-3
sjd		Kildin Sami	Кӣллт са̄мь кӣлл	github
sje		Pite Sami	Bidumsámegiella	github
sjg		Assangori		iso639-3
sjk		Kemi Sami		iso639-3
sjl		Sajalong		iso639-3
sjm		Mapun	Jama Mapun	iso639-3, ethnologue
sjn		Sindarin		iso639-3
sjo		Xibe		iso639-3
sjp		Surjapuri		iso639-3
sjr		Siar-Lak		iso639-3
sjs		Senhaja De Srair		iso639-3
sjt		Ter Sami	saa´mekiill	github
sju		Ume Sami	Ubmejensámien giella	github
sjw		Shawnee		iso639-3
ska		Skagit		iso639-3
skb		Saek		iso639-3
skc		Ma Manda		iso639-3
skd		Southern Sierra Miwok		iso639-3
ske		Seke (Vanuatu)		iso639-3
skf		Sakirabiá		iso639-3
skg		Sakalava Malagasy		iso639-3
skh		Sikule		iso639-3
ski		Sika		iso639-3
skj		Seke (Nepal)		iso639-3
skm		Kutong	Kutong gin	iso639-3, ethnologue
skn		Kolibugan Subanon		iso639-3
sko		Seko Tengah		iso639-3
skp		Sekapan		iso639-3
skq		Sininkere		iso639-3
skr		Saraiki	سرائیکی‎ (Saraiki)	iso639-3, ethnologue
sks		Maia		iso639-3
skt		Sakata		iso639-3
sku		Sakao		iso639-3
skv		Skou		iso639-3
skw		Skepi Creole Dutch		iso639-3
skx		Seko Padang	Sua Tu Padang	iso639-3, ethnologue
sky		Sikaiana		iso639-3
skz		Sekar		iso639-3
slc		Sáliba		iso639-3
sld		Sissala		iso639-3
sle		Sholaga		iso639-3
slf		Swiss-Italian Sign Language		iso639-3
slg		Selungai Murut		iso639-3
slh		Southern Puget Sound Salish		iso639-3
sli		Lower Silesian		cldr
slj		Salumá		iso639-3
sll		Salt-Yui		iso639-3
slm		Pangutaran Sama		iso639-3
sln		Salinan		iso639-3
slp		Lamaholot		iso639-3
slq		Salchuq		iso639-3
slr		Salar		iso639-3
sls		Singapore Sign Language		iso639-3
slt		Sila		iso639-3
slu		Selaru		iso639-3
slw		Sialum		iso639-3
slx		Salampasu		iso639-3
sly		Selayar		cldr
slz		Ma'ya		iso639-3
sma		Southern Sami	åarjelsaemien gïele	cldr, github
smb		Simbari		iso639-3
smc		Som		iso639-3
smd		Sama		iso639-3
smf		Auwe		iso639-3
smg		Simbali		iso639-3
smh		Samei		iso639-3
smj		Lule Sami	julevsámegiella	cldr
smk		Bolinao	Binobolinao	iso639-3, ethnologue
sml		Central Sama		iso639-3
smm		Musasa		iso639-3
smn		Inari Sami	anarâškielâ	cldr
smp		Samaritan		iso639-3
smq		Samo		iso639-3
smr		Simeulue		iso639-3
sms		Skolt Sami	nuõrttsääʹmǩiõll	github
smt		Simte		iso639-3
smu		Somray		iso639-3
smv		Samvedi		iso639-3
smw		Sumbawa		iso639-3
smx		Samba		iso639-3
smy		Semnani		iso639-3
smz		Simeku		iso639-3
snb		Sebuyau		iso639-3
snc		Sinaugoro		iso639-3
sne		Bau Bidayuh		iso639-3
snf		Noon		iso639-3
sng		Sanga (Democratic Republic of Congo)		iso639-3
sni		Sensi		iso639-3
snj		Riverain Sango		iso639-3
snk		Soninke	Sooninkanxanne	cldr, ethnologue
snl		Sangil		iso639-3
snm		Southern Ma'di		iso639-3
snn		Siona		iso639-3
sno		Snohomish		iso639-3
snp		Siane		iso639-3
snq		Sangu (Gabon)		iso639-3
snr		Sihan		iso639-3
sns		South West Bay		iso639-3
snu		Senggi		iso639-3
snv		Sa'ban		iso639-3
snw		Selee	Bale	iso639-3, ethnologue
snx		Sam		iso639-3
sny		Saniyo-Hiyewe		iso639-3
snz		Sinsauru		iso639-3
soa		Thai Song		iso639-3
sob		Sobei		iso639-3
soc		So (Democratic Republic of Congo)		iso639-3
sod		Songoora		iso639-3
soe		Songomeno		iso639-3
sog		Sogdien		cldr
soh		Aka		iso639-3
soi		Sonha		iso639-3
soj		Soi		iso639-3
sok		Sokoro	soŋoroŋ	iso639-3, github
sol		Solos		iso639-3
soo		Songo		iso639-3
sop		Songe		iso639-3
soq		Kanasi		iso639-3
sor		Somrai	Shibne	iso639-3, ethnologue
sos		Seeku		iso639-3
sou		Southern Thai		iso639-3
sov		Sonsorol		iso639-3
sow		Sowanda		iso639-3
sox		Swo		iso639-3
soy		Miyobe		iso639-3
soz		Temi	GiTemi	iso639-3, ethnologue
spb		Sepa (Indonesia)		iso639-3
spc		Sapé		iso639-3
spd		Saep		iso639-3
spe		Sepa (Papua New Guinea)		iso639-3
spg		Sian		iso639-3
spi		Saponi		iso639-3
spk		Sengo		iso639-3
spl		Selepet		iso639-3
spm		Akukem		iso639-3
spn		Sanapaná	Nenlhet	iso639-3, ethnologue
spo		Spokane		iso639-3
spp		Supyire Senoufo		iso639-3
spq		Loreto-Ucayali Spanish		iso639-3
spr		Saparua		iso639-3
sps		Saposa		iso639-3
spt		Spiti Bhoti		iso639-3
spu		Sapuan		iso639-3
spv		Sambalpuri		iso639-3
spx		South Picene		iso639-3
spy		Sabaot		iso639-3
sqa		Shama-Sambuga		iso639-3
sqh		Shau		iso639-3
sqk		Albanian Sign Language		iso639-3
sqm		Suma		iso639-3
sqn		Susquehannock		iso639-3
sqo		Sorkhei		iso639-3
sqq		Sou		iso639-3
sqr		Siculo Arabic		iso639-3
sqs		Sri Lankan Sign Language		iso639-3
sqt		Soqotri		iso639-3
squ		Squamish		iso639-3
sra		Saruga		iso639-3
srb		Sora		iso639-3
src		Logudorese Sardinian		iso639-3
sre		Sara		iso639-3
srf		Nafi		iso639-3
srg		Sulod		iso639-3
srh		Sarikoli		iso639-3
sri		Siriano		iso639-3
srk		Serudung Murut		iso639-3
srl		Isirawa		iso639-3
srm		Saramaccan		iso639-3
srn		Sranan Tongo	Sranan, Sranan Tongo	cldr, ethnologue
sro		Campidanese Sardinian		iso639-3
srq		Sirionó		iso639-3
srr		Serer		cldr
srs		Tsúūt’ínà		iso639-3, github
srt		Sauri		iso639-3
sru		Suruí		iso639-3
srv		Southern Sorsoganon		iso639-3
srw		Serua		iso639-3
srx		Sirmauri		iso639-3
sry		Sera		iso639-3
srz		Shahmirzadi		iso639-3
ssb		Southern Sama	Sinama, Tawi-Tawi Sinama	iso639-3, ethnologue
ssc		Suba-Simbiti		iso639-3
ssd		Siroi		iso639-3
sse		Balangingi	Bangingih	iso639-3, ethnologue
ssf		Thao		iso639-3
ssg		Seimat		iso639-3
ssh		Shihhi Arabic		iso639-3
ssi		Sansi		iso639-3
ssj		Sausi		iso639-3
ssk		Sunam		iso639-3
ssl		Western Sisaala		iso639-3
ssm		Semnam		iso639-3
ssn		Waata		iso639-3
sso		Sissano		iso639-3
ssp		Spanish Sign Language		iso639-3
ssq		So'a		iso639-3
ssr		Swiss-French Sign Language		iso639-3
sss		Sô		iso639-3
sst		Sinasina		iso639-3
ssu		Susuami		iso639-3
ssv		Shark Bay		iso639-3
ssx		Samberigi		iso639-3
ssy		Saho		cldr
ssz		Sengseng		iso639-3
sta		Settla		iso639-3
stb		Northern Subanen		iso639-3
std		Sentinel		iso639-3
ste		Liana-Seti		iso639-3
stf		Seta		iso639-3
stg		Trieng		iso639-3
sth		Shelta		iso639-3
sti		Bulo Stieng		iso639-3
stj		Matya Samo		iso639-3
stk		Arammba		iso639-3
stl		Stellingwerfs		iso639-3
stm		Setaman		iso639-3
stn		Owa		iso639-3
sto		Stoney		iso639-3
stp		Southeastern Tepehuan	O’dam	iso639-3, ethnologue
stq		Saterland Frisian		cldr
str		Straits Salish		iso639-3
sts		Shumashti		iso639-3
stt		Budeh Stieng		iso639-3
stu		Samtao		iso639-3
stv		Silt'e		iso639-3
stw		Satawalese		iso639-3
sty		Siberian Tatar		iso639-3
sua		Sulka		iso639-3
sub		Suku		iso639-3
suc		Western Subanon		iso639-3
sue		Suena		iso639-3
sug		Suganga		iso639-3
sui		Suki		iso639-3
suj		Shubi		iso639-3
suk		Sukuma		cldr
suq		Suri		iso639-3
sur		Mwaghavul	Mwaghavul	iso639-3, ethnologue
sus		Susu		cldr
sut		Subtiaba		iso639-3
suv		Puroik		iso639-3
suw		Sumbwa		iso639-3
sux		Sumerian		cldr
suy		Suyá		iso639-3
suz		Sunwar		iso639-3
sva		Svan	Lushnu	iso639-3, ethnologue
svb		Ulau-Suain		iso639-3
svc		Vincentian Creole English	Vincy Twang	iso639-3, ethnologue
sve		Serili		iso639-3
svk		Slovakian Sign Language		iso639-3
svm		Slavomolisano	Na-našu	iso639-3, ethnologue
svs		Savosavo		iso639-3
svx		Skalvian		iso639-3
swb		Comorian	Maore Comorian, Shimaore	cldr, ethnologue
swc		Congo Swahili	Kiswahili	iso639-3, ethnologue
swf		Sere		iso639-3
swg		Swabian		iso639-3
swh		Swahili (individual language)	Kiswahili, Swahili	iso639-3, ethnologue
swi		Sui		iso639-3
swj		Sira		iso639-3
swk		Malawi Sena		iso639-3
swl		Swedish Sign Language		iso639-3
swm		Samosa		iso639-3
swn		Sawknah		iso639-3
swo		Shanenawa		iso639-3
swp		Suau		iso639-3
swq		Sharwa		iso639-3
swr		Saweru		iso639-3
sws		Seluwasan		iso639-3
swt		Sawila		iso639-3
swu		Suwawa		iso639-3
swv		Shekhawati		iso639-3
sww		Sowa		iso639-3
swx		Suruahá		iso639-3
swy		Sarua		iso639-3
sxb		Suba		iso639-3
sxc		Sicanian		iso639-3
sxe		Sighu		iso639-3
sxg		Shixing		iso639-3
sxk		Southern Kalapuya		iso639-3
sxl		Selian		iso639-3
sxm		Samre		iso639-3
sxn		Sangir		iso639-3
sxo		Sorothaptic		iso639-3
sxr		Saaroa		iso639-3
sxs		Sasaru		iso639-3
sxu		Upper Saxon		iso639-3
sxw		Saxwe Gbe		iso639-3
sya		Siang		iso639-3
syb		Central Subanen		iso639-3
syc		Classical Syriac		cldr
syi		Seki		iso639-3
syk		Sukur		iso639-3
syl		Sylheti		iso639-3
sym		Maya Samo		iso639-3
syn		Senaya		iso639-3
syo		Suoy		iso639-3
syr		Syriac	ܣܘܪܝܝܐ	cldr
sys		Sinyar		iso639-3
syw		Kagate	स्युबा‎ (Syuba)	iso639-3, ethnologue
syx		Samay		iso639-3
syy		Al-Sayyid Bedouin Sign Language		iso639-3
sza		Semelai		iso639-3
szb		Ngalum		iso639-3
szc		Semaq Beri		iso639-3
szd		Seru		iso639-3
sze		Seze		iso639-3
szg		Sengele		iso639-3
szl		Silesian		cldr
szn		Sula		iso639-3
szp		Suabo		iso639-3
szs		Solomon Islands Sign Language		iso639-3
szv		Isu (Fako Division)		iso639-3
szw		Sawai		iso639-3
taa		Lower Tanana		iso639-3
tab		Tabassaran		iso639-3
tac		Lowland Tarahumara	Rarómari raicha	iso639-3, ethnologue
tad		Tause		iso639-3
tae		Tariana		iso639-3
taf		Tapirapé		iso639-3
tag		Tagoi		iso639-3
taj		Eastern Tamang		iso639-3
tak		Tala		iso639-3
tal		Tal		iso639-3
tan		Tangale		iso639-3
tao		Yami	Pongso no Tao	iso639-3, ethnologue
tap		Taabwa		iso639-3
taq		Tamasheq		iso639-3
tar		Central Tarahumara	Ralámuli raicha	iso639-3, ethnologue
tas		Tay Boi		iso639-3
tau		Upper Tanana		iso639-3
tav		Tatuyo		iso639-3
taw		Tai		iso639-3
tax		Tamki		iso639-3
tay		Atayal		iso639-3
taz		Tocho		iso639-3
tba		Aikanã		iso639-3
tbb		Tapeba		iso639-3
tbc		Takia		iso639-3
tbd		Kaki Ae		iso639-3
tbe		Tanimbili		iso639-3
tbf		Mandara		iso639-3
tbg		North Tairora		iso639-3
tbh		Thurawal		iso639-3
tbi		Gaam	Gaahmg	iso639-3, ethnologue
tbj		Tiang		iso639-3
tbk		Calamian Tagbanwa		iso639-3
tbl		Tboli		iso639-3
tbm		Tagbu		iso639-3
tbn		Barro Negro Tunebo		iso639-3
tbo		Tawala		iso639-3
tbp		Taworta		iso639-3
tbr		Tumtum		iso639-3
tbs		Tanguat		iso639-3
tbt		Tembo (Kitembo)		iso639-3
tbu		Tubar		iso639-3
tbv		Tobo		iso639-3
tbw		Tagbanwa		iso639-3
tbx		Kapin		iso639-3
tby		Tabaru		iso639-3
tbz		Ditammari	Ditammari	iso639-3, ethnologue
tca		Ticuna		iso639-3
tcb		Tanacross		iso639-3
tcc		Datooga		iso639-3
tcd		Tafi		iso639-3
tce		Southern Tutchone		iso639-3
tcf		Malinaltepec Me'phaa	Mè’phàà Mañuwìín	iso639-3, ethnologue
tcg		Tamagario		iso639-3
tch		Turks And Caicos Creole English		iso639-3
tci		Wára		iso639-3
tck		Tchitchege		iso639-3
tcl		Taman (Myanmar)		iso639-3
tcm		Tanahmerah		iso639-3
tcn		Tichurong		iso639-3
tco		Taungyo		iso639-3
tcp		Tawr Chin	Thawr	iso639-3, ethnologue
tcq		Kaiy		iso639-3
tcs		Torres Strait Creole		iso639-3
tct		T'en		iso639-3
tcu		Southeastern Tarahumara		iso639-3
tcw		Tecpatlán Totonac	Totonaca	iso639-3, ethnologue
tcx		Toda		iso639-3
tcy		Tulu		cldr
tcz		Thado Chin		iso639-3
tda		Tagdal		iso639-3
tdb		Panchpargania		iso639-3
tdc		Emberá-Tadó		iso639-3
tdd		Tai Nüa		iso639-3
tde		Tiranige Diga Dogon		iso639-3
tdf		Talieng		iso639-3
tdg		Western Tamang		iso639-3
tdh		Thulung		iso639-3
tdi		Tomadino		iso639-3
tdj		Tajio		iso639-3
tdk		Tambas		iso639-3
tdl		Sur		iso639-3
tdm		Taruma		iso639-3
tdn		Tondano		iso639-3
tdo		Teme		iso639-3
tdq		Tita		iso639-3
tdr		Todrah		iso639-3
tds		Doutai		iso639-3
tdt		Tetun Dili	Lia-Tetun, Tetun Dili	iso639-3, ethnologue
tdv		Toro		iso639-3
tdx		Tandroy-Mahafaly Malagasy		iso639-3
tdy		Tadyawan		iso639-3
tea		Temiar		iso639-3
teb		Tetete		iso639-3
tec		Terik		iso639-3
ted		Tepo Krumen		iso639-3
tee		Huehuetla Tepehua		iso639-3
tef		Teressa		iso639-3
teg		Teke-Tege		iso639-3
teh		Tehuelche		iso639-3
tei		Torricelli		iso639-3
tek		Ibali Teke		iso639-3
tem		Timne	Themne	cldr, ethnologue
ten		Tama (Colombia)		iso639-3
teo		Teso	Kiteso	cldr
tep		Tepecano		iso639-3
teq		Temein		iso639-3
ter		Tereno		cldr
tes		Tengger		iso639-3
tet		Tetum	Tetun	cldr, ethnologue
teu		Soo		iso639-3
tev		Teor		iso639-3
tew		Tewa (USA)		iso639-3
tex		Tennet		iso639-3
tey		Tulishi		iso639-3
tfi		Tofin Gbe		iso639-3
tfn		Tanaina		iso639-3
tfo		Tefaro		iso639-3
tfr		Teribe	Naso	iso639-3, ethnologue
tft		Ternate		iso639-3
tga		Sagalla		iso639-3
tgb		Tobilung	Momogun, Tobilung	iso639-3, ethnologue
tgc		Tigak		iso639-3
tgd		Ciwogai		iso639-3
tge		Eastern Gorkha Tamang		iso639-3
tgf		Chalikha		iso639-3
tgh		Tobagonian Creole English		iso639-3
tgi		Lawunuia		iso639-3
tgj		Tagin		iso639-3
tgn		Tandaganon		iso639-3
tgo		Sudest		iso639-3
tgp		Tangoa		iso639-3
tgq		Tring		iso639-3
tgr		Tareng		iso639-3
tgs		Nume		iso639-3
tgt		Central Tagbanwa		iso639-3
tgu		Tanggu		iso639-3
tgv		Tingui-Boto		iso639-3
tgw		Tagwana Senoufo		iso639-3
tgx		Tagish		iso639-3
tgy		Togoyo		iso639-3
tgz		Tagalaka		iso639-3
thd		Thayore		iso639-3
the		Chitwania Tharu	मध्य क्षेत्रीय थारू‎ (Madhya Ksetriya Tharu)	iso639-3, ethnologue
thf		Thangmi		iso639-3
thh		Northern Tarahumara		iso639-3
thi		Tai Long		iso639-3
thk		Tharaka		iso639-3
thl		Dangaura Tharu		iso639-3
thm		Aheu		iso639-3
thn		Thachanadan		iso639-3
thp		Thompson		iso639-3
thq		Kochila Tharu		iso639-3
thr		Rana Tharu		iso639-3
ths		Thakali		iso639-3
tht		Tahltan		iso639-3
thu		Thuri		iso639-3
thv		Tahaggart Tamahaq		iso639-3
thw		Thudam		iso639-3
thy		Tha		iso639-3
thz		Tayart Tamajeq	Tamajeq	iso639-3, ethnologue
tia		Tidikelt Tamazight		iso639-3
tic		Tira		iso639-3
tif		Tifal		iso639-3
tig		Tigre	ትግረ	cldr
tih		Timugon Murut	Timugon	iso639-3, ethnologue
tii		Tiene		iso639-3
tij		Tilung		iso639-3
tik		Tikar		iso639-3
til		Tillamook		iso639-3
tim		Timbe		iso639-3
tin		Tindi		iso639-3
tio		Teop		iso639-3
tip		Trimuris		iso639-3
tiq		Tiéfo		iso639-3
tis		Masadiit Itneg		iso639-3
tit		Tinigua		iso639-3
tiu		Adasen		iso639-3
tiv		Tiv	Tiv	cldr, ethnologue
tiw		Tiwi		iso639-3
tix		Southern Tiwa		iso639-3
tiy		Tiruray		iso639-3
tiz		Tai Hongjin		iso639-3
tja		Tajuasohn		iso639-3
tjg		Tunjung		iso639-3
tji		Northern Tujia		iso639-3
tjl		Tai Laing		iso639-3
tjm		Timucua		iso639-3
tjn		Tonjon		iso639-3
tjo		Temacine Tamazight		iso639-3
tjs		Southern Tujia		iso639-3
tju		Tjurruru		iso639-3
tjw		Djabwurrung		iso639-3
tka		Truká		iso639-3
tkb		Buksa		iso639-3
tkd		Tukudede		iso639-3
tke		Takwane		iso639-3
tkf		Tukumanféd		iso639-3
tkg		Tesaka Malagasy	Tesaka Malagasy	iso639-3, ethnologue
tkl		Tokelau		cldr
tkm		Takelma		iso639-3
tkn		Toku-No-Shima		iso639-3
tkp		Tikopia		iso639-3
tkq		Tee		iso639-3
tkr		Tsakhur	Cʼäxna miz	cldr, ethnologue
tks		Takestani		iso639-3
tkt		Kathoriya Tharu		iso639-3
tku		Upper Necaxa Totonac	Totonaca	iso639-3, ethnologue
tkv		Mur Pano		iso639-3
tkw		Teanu		iso639-3
tkx		Tangko		iso639-3
tkz		Takua		iso639-3
tla		Southwestern Tepehuan		iso639-3
tlb		Tobelo		iso639-3
tlc		Yecuatla Totonac		iso639-3
tld		Talaud		iso639-3
tlf		Telefol		iso639-3
tlg		Tofanma		iso639-3
tlh		Klingon		cldr
tli		Tlingit	Łingít	cldr, ethnologue
tlj		Talinga-Bwisi	Bwisi	iso639-3, ethnologue
tlk		Taloki		iso639-3
tll		Tetela		iso639-3
tlm		Tolomako		iso639-3
tln		Talondo'		iso639-3
tlo		Talodi		iso639-3
tlp		Filomena Mata-Coahuitlán Totonac		iso639-3
tlq		Tai Loi		iso639-3
tlr		Talise		iso639-3
tls		Tambotalo		iso639-3
tlt		Sou Nama		iso639-3
tlu		Tulehu		iso639-3
tlv		Taliabu		iso639-3
tlx		Khehek		iso639-3
tly		Talysh		cldr
tma		Tama (Chad)		iso639-3
tmb		Katbol		iso639-3
tmc		Tumak		iso639-3
tmd		Haruai	Haruai	iso639-3, ethnologue
tme		Tremembé		iso639-3
tmf		Toba-Maskoy		iso639-3
tmg		Ternateño		iso639-3
tmh		Tamashek		cldr
tmi		Tutuba		iso639-3
tmj		Samarokena		iso639-3
tmk		Northwestern Tamang		iso639-3
tml		Tamnim Citak		iso639-3
tmm		Tai Thanh		iso639-3
tmn		Taman (Indonesia)		iso639-3
tmo		Temoq		iso639-3
tmq		Tumleo		iso639-3
tmr		Jewish Babylonian Aramaic (ca. 200-1200 CE)		iso639-3
tms		Tima		iso639-3
tmt		Tasmate		iso639-3
tmu		Iau		iso639-3
tmv		Tembo (Motembo)		iso639-3
tmw		Temuan		iso639-3
tmy		Tami		iso639-3
tmz		Tamanaku		iso639-3
tna		Tacana		iso639-3
tnb		Western Tunebo		iso639-3
tnc		Tanimuca-Retuarã		iso639-3
tnd		Angosturas Tunebo		iso639-3
tng		Tobanga		iso639-3
tnh		Maiani		iso639-3
tni		Tandia		iso639-3
tnk		Kwamera		iso639-3
tnl		Lenakel		iso639-3
tnm		Tabla		iso639-3
tnn		North Tanna		iso639-3
tno		Toromono		iso639-3
tnp		Whitesands		iso639-3
tnq		Taino		iso639-3
tnr		Ménik		iso639-3
tns		Tenis		iso639-3
tnt		Tontemboan		iso639-3
tnu		Tay Khang		iso639-3
tnv		Tangchangya		iso639-3
tnw		Tonsawang		iso639-3
tnx		Tanema		iso639-3
tny		Tongwe		iso639-3
tnz		Ten'edn		iso639-3
tob		Toba	Qom	iso639-3, ethnologue
toc		Coyutla Totonac		iso639-3
tod		Toma		iso639-3
tof		Gizrra		iso639-3
tog		Nyasa Tonga		cldr
toh		Gitonga		iso639-3
toi		Tonga (Zambia)	Chitonga, Tonga	iso639-3, ethnologue
toj		Tojolabal	Tojolabal	iso639-3, ethnologue
tol		Tolowa		iso639-3
tom		Tombulu		iso639-3
too		Xicotepec De Juárez Totonac		iso639-3
top		Papantla Totonac		iso639-3
toq		Toposa		iso639-3
tor		Togbo-Vara Banda		iso639-3
tos		Highland Totonac		iso639-3
tou		Tho		iso639-3
tov		Upper Taromi		iso639-3
tow		Jemez		iso639-3
tox		Tobian		iso639-3
toy		Topoiyo		iso639-3
toz		To		iso639-3
tpa		Taupota		iso639-3
tpc		Azoyú Me'phaa	Mè’pháà Tsìndíì	iso639-3, ethnologue
tpe		Tippera		iso639-3
tpf		Tarpia		iso639-3
tpg		Kula		iso639-3
tpi		Tok Pisin	Tok Pisin	cldr, ethnologue
tpj		Tapieté		iso639-3
tpk		Tupinikin		iso639-3
tpl		Tlacoapa Me'phaa	Mi’phàà Mí’uíí	iso639-3, ethnologue
tpm		Tampulma		iso639-3
tpn		Tupinambá		iso639-3
tpo		Tai Pao		iso639-3
tpp		Pisaflores Tepehua		iso639-3
tpq		Tukpa		iso639-3
tpr		Tuparí		iso639-3
tpt		Tlachichilco Tepehua		iso639-3
tpu		Tampuan		iso639-3
tpv		Tanapag		iso639-3
tpw		Tupí		iso639-3
tpx		Acatepec Me'phaa	Me’pàà Wí’ììn	iso639-3, ethnologue
tpy		Trumai		iso639-3
tpz		Tinputz		iso639-3
tqb		Tembé		iso639-3
tql		Lehali		iso639-3
tqm		Turumsa		iso639-3
tqn		Tenino		iso639-3
tqo		Toaripi		iso639-3
tqp		Tomoip		iso639-3
tqq		Tunni		iso639-3
tqr		Torona		iso639-3
tqt		Western Totonac	Xinulajgsípij Totonaco	iso639-3, ethnologue
tqu		Touo		iso639-3
tqw		Tonkawa		iso639-3
tra		Tirahi		iso639-3
trb		Terebu		iso639-3
trc		Copala Triqui		iso639-3
trd		Turi		iso639-3
tre		East Tarangan		iso639-3
trf		Trinidadian Creole English		iso639-3
trg		Lishán Didán		iso639-3
trh		Turaka		iso639-3
tri		Trió		iso639-3
trj		Toram		iso639-3
trl		Traveller Scottish		iso639-3
trm		Tregami		iso639-3
trn		Trinitario		iso639-3
tro		Tarao Naga		iso639-3
trp		Kok Borok		iso639-3
trq		San Martín Itunyoso Triqui		iso639-3
trr		Taushiro		iso639-3
trs		Chicahuaxtla Triqui		iso639-3
trt		Tunggare		iso639-3
tru		Turoyo	Surayt	cldr, ethnologue
trv		Taroko	Sediq Taroko	cldr, ethnologue
trw		Torwali		iso639-3
trx		Tringgus-Sembaan Bidayuh		iso639-3
try		Turung		iso639-3
trz		Torá		iso639-3
tsa		Tsaangi		iso639-3
tsb		Tsamai		iso639-3
tsc		Tswa		iso639-3
tsd		Tsakonian		cldr
tse		Tunisian Sign Language		iso639-3
tsg		Tausug		iso639-3
tsh		Tsuvan		iso639-3
tsi		Tsimshian	Sm’algyax	cldr, ethnologue
tsj		Tshangla		iso639-3
tsk		Tseku		iso639-3
tsl		Ts'ün-Lao		iso639-3
tsm		Turkish Sign Language		iso639-3
tsp		Northern Toussian		iso639-3
tsq		Thai Sign Language		iso639-3
